LabelID,ProdCode,DonorId,ConsentForEducation,ConsentForResearch,Italy_1,Ltd_Intl_Distrb_Only,OkForInternational,USA_Distribution,OkForAustralia
30605626,ZCN012,101104980,1,1,1,0,1,1,0
30605627,ZCN012,101104980,1,1,1,0,1,1,0
30605628,ZCN012,101104980,1,1,1,0,1,1,0
30605629,ZCN012,101104980,1,1,1,0,1,1,0
30605630,ZCN012,101104980,1,1,1,0,1,1,0
30605631,ZCN012,101104980,1,1,1,0,1,1,0
30605632,ZCN012,101104980,1,1,1,0,1,1,0
30605633,ZCN012,101104980,1,1,1,0,1,1,0
30605634,ZCN012,101104980,1,1,1,0,1,1,0
30605635,ZCN012,101104980,1,1,1,0,1,1,0
30605948,ZCN012,101104980,1,1,1,0,1,1,0
